音檔,來源,漢字,羅馬字,長短
ImTong/SuiSiann_1258.wav,808 免錢的上貴 面冊拜託收我1箍,講著收集使用者的資訊，Facebook（面冊）是世界上蓋厲害的怪物。,"Kóng-tio̍h siu-tsi̍p sú-iōng-tsiá ê tsu-sìn, Facebook (Bīn-tsheh) sī sè-kài siōng-kài lī-hāi ê kuài-bu̍t.",8.15
ImTong/SuiSiann_1259.wav,808 免錢的上貴 面冊拜託收我1箍,學者Zeynep Tufekci最近投稿《New York時報》講，伊甘願納錢使用面冊，共家己資料的主控權挈倒轉來。,"Ha̍k-tsiá Zeynep Tufekci tsuè-kīn tâu-kó “New York sî-pò” kóng, i kam-guān la̍p-tsînn sú-iōng Bīn-tsheh, kā ka-tī tsu-liāu ê tsú-khòng-khuân khe̍h tó--tńg-lâi.",12.26
ImTong/SuiSiann_1260.wav,808 免錢的上貴 面冊拜託收我1箍,Tufekci指出，社交媒體等免費的網路服務的大問題，就是靠廣告趁錢的商業模式。,"Tufekci kí-tshut, siā-kau muî-thé tíng bián-huì ê bāng-lōo ho̍k-bū ê tuā būn-tê, tō sī khò kóng-kò thàn-tsînn ê siong-gia̍p bôo-sik.",8.81
ImTong/SuiSiann_1261.wav,808 免錢的上貴 面冊拜託收我1箍,為著賣廣告，面冊會控制啥物出現佇咱的主頁、啥物袂。,"Uī-tio̍h bē kóng-kò, Bīn-tsheh ē khòng-tsè siánn-mi̍h tshut-hiān tī lán ê tsú-ia̍h, siánn-mi̍h bē.",7.01
ImTong/SuiSiann_1262.wav,808 免錢的上貴 面冊拜託收我1箍,這已經「攪擾咱佇線頂的互動。」,Tse í-king “kiáu-jiáu lán tī suànn-tíng ê hōo-tōng.”,3.83
ImTong/SuiSiann_1263.wav,808 免錢的上貴 面冊拜託收我1箍,尤其單純貼廣告已經趁無錢，所以社交媒體愈來愈需要針對個人，共可能對in有效的廣告分別㧣予in，這就表示愛分析使用者的資料、追蹤in的行為。,"Iû-kî tan-sûn tah kóng-kò í-king thàn bô tsînn, sóo-í siā-kau muî-thé lú lâi lú su-iàu tsiam-tuì kò-jîn, kā khó-lîng tuì in ū-hāu ê kóng-kò hun-pia̍t tu hōo in, tse tō piáu-sī ài hun-sik sú-iōng-tsiá ê tsu-liāu, tui-tsong in ê hîng-uî.",20.78
ImTong/SuiSiann_1264.wav,808 免錢的上貴 面冊拜託收我1箍,雖然面冊趁真濟錢，但是Tufekci引用網路專家Ethan Zuckerman所講的，面冊一個月平均對每一个使用者，才趁著兩角美金，這表示靠廣告趁錢的路嘛已經行袂通a。,"Sui-liân Bīn-tsheh thàn tsin tsē tsînn, tān-sī Tufekci ín-iōng bāng-lōo tsuan-ka Ethan Zuckerman sóo kóng--ê, Bīn-tsheh tsi̍t kò gue̍h pîng-kin uì muí tsi̍t ê sú-iōng-tsiá, tsiah thàn-tio̍h nn̄g kak Bí-kim, tse piáu-sī khò kóng-kò thàn-tsînn ê lōo mā í-king kiânn bē thong a.",21.44
ImTong/SuiSiann_1265.wav,808 免錢的上貴 面冊拜託收我1箍,面冊應該愛開放予使用者納錢，伊相信有幾若億的用戶佮伊仝款，願意逐個月付一箍美金，,"Bīn-tsheh ing-kai ài khai-hòng hōo sú-iōng-tsiá la̍p-tsînn, i siong-sìn ū kuí-nā ik ê iōng-hōo kah i kāng-khuán, guān-ì ta̍k kò gue̍h hù tsi̍t khoo Bí-kim,",11.99
ImTong/SuiSiann_1266.wav,808 免錢的上貴 面冊拜託收我1箍,「做一个消費者，毋是一項產品。」,"“Tsò tsi̍t ê siau-huì-tsiá, m̄ sī tsi̍t hāng sán-phín.”",3.41
ImTong/SuiSiann_1267.wav,808 免錢的上貴 面冊拜託收我1箍,毋過話講倒轉來，遮的免費的網路服務，嘛毋但是趁廣告錢爾爾。,"M̄-koh uē kóng tó--tńg-lâi, tsia-ê bián-huì ê bāng-lōo ho̍k-bū, mā m̄-nā sī thàn kóng-kò tsînn niā-niā.",7.76
ImTong/SuiSiann_1268.wav,808 免錢的上貴 面冊拜託收我1箍,這幾年來，巨量資料佮人工智慧雄雄發展甲真驚人，上主要的就是靠網路使用者上傳的濟濟內容。,"Tsit kuí nî lâi, kī-liōng tsu-liāu kah jîn-kang tì-huī hiông-hiông huat-tián kah tsin kiann--lâng, siōng tsú-iàu--ê tō sī khò bāng-lōo sú-iōng-tsiá siōng-thuân ê tsē-tsē luē-iông.",13.43
ImTong/SuiSiann_1269.wav,808 免錢的上貴 面冊拜託收我1箍,《經濟學人》五月中的報導有舉一个例，Microsoft有研發出一種個人軟體，已經會曉分別兩種足成的狗仔，共你講佗一隻是佗一種。,"“King-tsè Ha̍k-jîn” gōo-gue̍h tiong ê pò-tō ū kí tsi̍t ê lē, Microsoft ū gián-huat tshut tsi̍t tsióng kò-jîn nńg-thé, í-king ē-hiáu hun-pia̍t nn̄g tsióng tsiok sîng ê káu-á, kā lí kóng tó tsi̍t tsiah sī tó tsi̍t tsióng.",16.73
ImTong/SuiSiann_1270.wav,808 免錢的上貴 面冊拜託收我1箍,毋過話講倒轉來，遮的免費的網路服務，嘛毋但是趁廣告錢爾爾。,"M̄-koh uē kóng tò-tńg--lâi, tsia-ê bián-huì ê bāng-lōo ho̍k-bū, mā m̄-nā sī thàn kóng-kò tsînn niā-niā.",8.18
ImTong/SuiSiann_1271.wav,808 免錢的上貴 面冊拜託收我1箍,未來，個人資料和紀錄的收集佮利用愈來愈厲害、愈複雜，個人對本身隱私的主控權，恐驚是愈歹掌握。,"Bī-lâi, kò-jîn tsu-liāu hām kì-lo̍k ê siu-tsi̍p kah lī-iōng lú lâi lú lī-hāi, lú ho̍k-tsa̍p, kò-jîn tuì pún-sin ún-su ê tsú-khòng-khuân, khióng-kiann sī lú pháinn tsiáng-ak.",14.9
ImTong/SuiSiann_1272.wav,809 同性婚合法化 閣來看澳洲,八百空九篇，同性婚合法化，閣來看澳洲。,"Peh-pah khòng káu phinn, tông-sìng-hun ha̍p-huat-huà, koh lâi khuànn Ò-tsiu.",6.14
ImTong/SuiSiann_1273.wav,809 同性婚合法化 閣來看澳洲,同性婚合法化，閣來看澳洲。,"Tông-sìng-hun ha̍p-huat-huà, koh lâi khuànn Ò-tsiu.",3.74
ImTong/SuiSiann_1274.wav,809 同性婚合法化 閣來看澳洲,Ireland頂個月公民投票通過同性婚合法化，有鼓勵著全世界的同性戀人權運動，,"Ireland tíng kò gue̍h kong-bîn tâu-phiò thong-kuè tông-sìng-hun ha̍p-huat-huà, ū kóo-lē tio̍h tsuân-sè-kài ê tông-sìng-luân jîn-khuân ūn-tōng,",9.8
ImTong/SuiSiann_1275.wav,809 同性婚合法化 閣來看澳洲,紲落幾個月，澳洲凡勢嘛會變天。,"suà--lo̍h kuí kò gue̍h, Ò-tsiu huān-sè mā ē piàn-thinn.",4.85
ImTong/SuiSiann_1276.wav,809 同性婚合法化 閣來看澳洲,國會預定佇年底進前投票決定。,Kok-huē ī-tīng tī nî-té tsìn-tsîng tâu-phiò kuat-tīng.,4.49
ImTong/SuiSiann_1277.wav,809 同性婚合法化 閣來看澳洲,這馬，大部分的民意支持同性婚，只是有真濟國會議員猶閣咧觀望。,"Tsit-má, tuā-pōo-hūn ê bîn-ì tsi-tshî tông-sìng-hun, tsí-sī ū tsin tsē kok-huē gī-guân iáu-koh leh kuan-bōng.",9.02
ImTong/SuiSiann_1278.wav,809 同性婚合法化 閣來看澳洲,領導保守聯盟的澳洲總理Tony Abbott本人反對同性婚姻，毋過贊成開放伊的自由黨的議員照家己的意思投票。,"Líng-tō Pó-siú liân-bîng ê Ò-tsiu tsóng-lí Tony Abbott pún-lâng huán-tuì tông-sìng hun-in, m̄-koh tsàn-sîng khai-hòng i ê Tsū-iû-tóng ê gī-guân tsiàu ka-tī ê ì-sù tâu-phiò.",14.48
ImTong/SuiSiann_1279.wav,809 同性婚合法化 閣來看澳洲,只不過這佮聯盟內底其他黨派的意見有相牽連。,Tsí-put-kò tse kah liân-bîng lāi-té kî-thann tóng-phài ê ì-kiàn ū sio khan-liân.,6.47
ImTong/SuiSiann_1280.wav,809 同性婚合法化 閣來看澳洲,若是真正開放投「良心票」，通過修法來承認同性婚的機率會較大。,"Nā-sī tsin-tsiànn khai-hòng tâu “liông-sim-phiò”, thong-kuè siu-huat lâi sîng-jīn tông-sìng-hun ê ki-lu̍t ē khah tuā.",8.06
ImTong/SuiSiann_1281.wav,809 同性婚合法化 閣來看澳洲,在野的工黨內底，有九成九的議員攏支持同性婚。,"Tsāi-iá ê Kang-tóng lāi-té, ū káu siânn káu ê gī-guân lóng tsi-tshî tông-sìng-hun.",5.99
ImTong/SuiSiann_1282.wav,809 同性婚合法化 閣來看澳洲,進前綠黨佮Abbott自由黨的同事攏已經提出支持同性婚合法的法案。,Tsìn-tsiân Li̍k-tóng kah Abbott Tsū-iû-tóng ê tông-sū lóng í-king thê-tshut tsi-tshî tông-sìng-hun ha̍p-huat ê huat-àn.,8.6
ImTong/SuiSiann_1283.wav,809 同性婚合法化 閣來看澳洲,六月初工黨閣提出一案，hông批評是欲來割稻仔尾，顛倒會拍歹共識，變成政黨相爭。,"La̍k-gue̍h-tshe Kang-tóng koh thê-tshut tsi̍t àn, hông phue-phîng sī beh lâi kuah-tiū-á-bué, tian-tò ē phah-pháinn kiōng-sik, piàn-sîng tsìng-tóng sio-tsenn.",11.36
ImTong/SuiSiann_1284.wav,809 同性婚合法化 閣來看澳洲,澳洲廣播公司（ABC）的一篇分析文章講，若是會當閣撨出一个跨黨派的第四案，莫一黨一案，改革會較有贏面。,"Ò-tsiu kóng-pòo kong-si (ABC) ê tsi̍t phinn hun-sik bûn-tsiong kóng, nā-sī ē-tàng koh tshiâu-tshut tsi̍t ê khuà tóng-phài ê tē-sì àn, mài tsi̍t tóng tsi̍t àn, kái-kik ē khah ū iânn-bīn.",14.09
ImTong/SuiSiann_1285.wav,809 同性婚合法化 閣來看澳洲,頂年七月，一間研究公司Crosby Textor做的民調講，七十二pha的澳洲人支持同性婚合法化。,"Tíng-nî tshit--gue̍h, tsi̍t king gián-kiù kong-si Crosby Textor tsò ê bîn-tiàu kóng, tshit-tsa̍p-jī pha ê Ò-tsiu lâng tsi-tshî tông-sìng-hun ha̍p-huat-huà.",11.96
ImTong/SuiSiann_1286.wav,809 同性婚合法化 閣來看澳洲,這个比例比十年前增加強欲一倍。,Tsit ê pí-lē pí tsa̍p nî tsîng tsing-ka kiōng-beh tsi̍t puē.,4.43
ImTong/SuiSiann_1287.wav,809 同性婚合法化 閣來看澳洲,國會議員咧？,Kok-huē gī-guân--leh?,1.61
ImTong/SuiSiann_1288.wav,809 同性婚合法化 閣來看澳洲,英國《衛報》的澳洲版最近隨个仔隨个訪問下議院全部的一百五十位議員，若是開放投良心票，in的立場會啥款。,"Ing-kok “Uē-pò” ê Ò-tsiu-pán tsuè-kīn suî-ê-á suî-ê hóng-būn hā-gī-īnn tsuân-pōo ê tsi̍t-pah gōo-tsa̍p uī gī-guân, nā-sī khai-hòng tâu liông-sim-phiò, in ê li̍p-tiûnn ē siánn-khuán.",14.36
ImTong/SuiSiann_1289.wav,809 同性婚合法化 閣來看澳洲,頂禮拜三公佈結果，有六十三个贊成同性婚合法、四十个反對，,"Tíng lé-pài-sann kong-pòo kiat-kó, ū la̍k-tsa̍p-sann ê tsàn-sîng tông-sìng-hun ha̍p-huat, sì-tsa̍p ê huán-tuì,",8.6
ImTong/SuiSiann_1290.wav,809 同性婚合法化 閣來看澳洲,毋過猶未決定抑是表態的人嘛真濟，有四十七个，到時的輸贏猶閣真歹講。,"M̄-koh iáu-buē kuat-tīng a̍h-sī piáu-thài ê lâng mā tsin tsē, ū sì-tsa̍p-tshit ê, kàu-sî ê su-iânn iáu-koh tsin pháinn-kóng.",9.5
ImTong/SuiSiann_1291.wav,809 同性婚合法化 閣來看澳洲,既然支持改變的民意超過七成，是按怎政治人物猶閣綴袂著？,"Kì-liân tsi-tshî kái-piàn ê bîn-ì tshiau-kuè tshit siânn, sī-án-tsuánn tsìng-tī jîn-bu̍t iáu-koh tuè bē tio̍h?",7.94
ImTong/SuiSiann_1292.wav,809 同性婚合法化 閣來看澳洲,頭前講著的民調公司負責人共英國廣播公司（BBC）講，一寡議員對保守勢力傷過驚惶。,"Thâu-tsîng kóng--tio̍h ê bîn-tiàu kong-si hū-tsik-jîn kā Ing-kok kóng-pòo kong-si (BBC) kóng, tsi̍t-kuá gī-guân tuì pó-siú sè-li̍k siunn-kuè kiann-hiânn.",12.05
ImTong/SuiSiann_1293.wav,809 同性婚合法化 閣來看澳洲,伊講：「保守的基督教團體吵甲真大聲，毋過講較白的in是無幾隻貓仔，無啥要緊。」,"I kóng: “Pó-siú ê Ki-tok-kàu thuân-thé tshá kah tsin tuā-siann, m̄-koh kóng khah pe̍h--ê in sī bô kuí tsiah niau-á, bô siánn iàu-kín.”",9.5
ImTong/SuiSiann_1294.wav,809 同性婚合法化 閣來看澳洲,工黨的副領袖Tanya Plibersek嘛講，並毋是所有的天主教徒攏反對同性婚。,"Kang-tóng ê hù-líng-siù Tanya Plibersek mā kóng, pīng m̄ sī sóo-ū ê Thian-tsú kàu-tôo lóng huán-tuì tông-sìng-hun.",8.93
ImTong/SuiSiann_1295.wav,809 同性婚合法化 閣來看澳洲,佇咧吵甲當熱的時陣，有一對已經結婚十冬的翁仔某宣佈。,"Tī-leh tshá kah tng lia̍t ê sî-tsūn, ū tsi̍t tuì í-king kiat-hun tsa̍p tang ê ang-á-bóo suan-pòo.",5.99
ImTong/SuiSiann_1296.wav,809 同性婚合法化 閣來看澳洲,佇咧吵甲當熱的時陣，有一對已經結婚十冬的翁仔某宣佈，若是國會通過同性婚合法，in就欲離緣來表示抗議。,"Tī-leh tshá kah tng lia̍t ê sî-tsūn, ū tsi̍t tuì í-king kiat-hun tsa̍p tang ê ang-á-bóo suan-pòo, nā-sī kok-huē thong-kuè tông-sìng-hun ha̍p-huat, in tō beh lī-iân lâi piáu-sī khòng-gī.",14.03
ImTong/SuiSiann_1297.wav,809 同性婚合法化 閣來看澳洲,蹛佇首都Canberra的Jensen翁仔某講，若準國家欲改變婚姻的定義，欲承認同性的關係，就觸犯著原本上帝神聖的旨意，in才無愛插潲彼種新的定義咧。,"Tuà tī siú-too Canberra ê Jensen ang-á-bóo kóng, nā-tsún kok-ka beh kái-piàn hun-in ê tīng-gī, beh sîng-jīn tông-sìng ê kuan-hē, tō tshiok-huān tio̍h guân-pún siōng-tè sîn-sìng ê tsí-ì, in tsiah bô-ài tshap-siâu hit tsióng sin ê tīng-gī--leh.",17.9
ImTong/SuiSiann_1298.wav,809 同性婚合法化 閣來看澳洲,澳洲國會捌佇二空一二年表決同性婚合法化的議題，贊成派輸甲褪褲。,"Ò-tsiu kok-huē bat tī jī khòng it jī nî piáu-kuat tông-sìng-hun ha̍p-huat-huà ê gī-tê, tsàn-sîng-phài su kah thǹg-khòo.",9.8
ImTong/SuiSiann_1299.wav,809 同性婚合法化 閣來看澳洲,ABC的分析認為，以現在國內外贊成派攏遐爾仔有勢面來看，這擺投票的結果凡勢會無仝，上緊可能佇八月就會過關。,"ABC ê Hun-sik jīn-uî, í hiān-tsāi kok-lāi-guā tsàn-sîng-phài lóng hiah-nī-á ū sè-bīn lâi-khuànn, tsit pái tâu-phiò ê kiat-kó huān-sè ē bô-kâng, siōng kín khó-lîng tī peh--gue̍h tō ē kuè-kuan.",16.66
ImTong/SuiSiann_1300.wav,810 教宗成做左派領袖？,八百十篇，教宗成做左派領袖？教宗成做左派領袖？,"Peh-pah tsa̍p phinn, kàu-tsong tsiânn-tsò tsó-phài líng-siù? Kàu-tsong tsiânn-tsò tsó-phài líng-siù?",8.72
ImTong/SuiSiann_1301.wav,810 教宗成做左派領袖？,教宗Francis六月十八發佈「通諭」，呼籲世界共同對抗氣候變化。,"Kàu-tsong Francis la̍k-gue̍h tsa̍p-peh huat-pòo “thong-jū”, hoo-io̍k sè-kài kiōng-tông tuì-khòng khì-hāu piàn-huà.",8.6
ImTong/SuiSiann_1302.wav,810 教宗成做左派領袖？,毋但按呢，伊閣真大聲咧批評追求「短期佮私人利益」的消費主義，,"M̄-nā án-ne, i koh tsin tuā-siann leh phue-phîng tui-kiû “té-kî kah su-lîn lī-ik” ê siau-huì tsú-gī,",8.09
ImTong/SuiSiann_1303.wav,810 教宗成做左派領袖？,伊予評論者寫講「羅馬天主教廷這馬是一粒一的資本主義批判者」。,i hōo phîng-lūn-tsiá siá kóng “Lô-má Thian-tsú kàu-tîng tsit-má sī it-lia̍p-it ê tsu-pún tsú-gī phue-phuànn-tsiá”.,8.54
ImTong/SuiSiann_1304.wav,810 教宗成做左派領袖？,這句是英國《衛報》的專欄作家Giles Fraser的理解，伊嘛是一个英國國教的教區牧師。,"Tsit kù sī Ing-kok “Uē-pò” ê tsuan-nuâ tsok-ka Giles Fraser ê lí-kái, i mā sī tsi̍t ê Ing-kok kok-kàu ê kàu-khu bo̍k-su.",9.5
ImTong/SuiSiann_1305.wav,810 教宗成做左派領袖？,伊閣寫講「當左派佇全世界失去權威，教廷又閣講話有聲」。,"I koh siá kóng “Tng tsó-phài tī tsuân sè-kài sit-khì khuân-ui, Kàu-tîng iū-koh kóng-uē ū siann"".",7.91
ImTong/SuiSiann_1306.wav,810 教宗成做左派領袖？,教宗英文版的通諭有三萬七千外字。,Kàu-tsong Ing-bûn-pán ê thong-lū ū sann-bān tshit-tshing-guā jī.,4.64
ImTong/SuiSiann_1307.wav,810 教宗成做左派領袖？,照Fraser的摘要，咱人受著濟濟的慾望束縛，,"Tsiàu Fraser ê tiah-iàu, lán lâng siū-tio̍h tsē-tsē ê io̍k-bōng sok-pa̍k,",5.03
ImTong/SuiSiann_1308.wav,810 教宗成做左派領袖？,資本主義欲來滿足遮的慾望，無去分啥物是人真正「需要」的、啥物只是人「想欲愛」的，,"Tsu-pún tsú-gī beh lâi buán-tsiok tsia-ê io̍k-bōng, bô khì hun siánn-mih sī lâng tsin-tsiànn “su-iàu”--ê, siánn-mih tsí-sī lâng “siūnn-beh ài”--ê,",10.85
ImTong/SuiSiann_1309.wav,810 教宗成做左派領袖？,這兩項的差別就可比救命藥仔佮電動𨑨迌物。,Tsit nn̄g hāng ê tsha-pia̍t tō khó-pí kiù-miā io̍h-á kah tiān-tōng tshit-thô-mi̍h.,5.57
ImTong/SuiSiann_1310.wav,810 教宗成做左派領袖？,「市場」無管這，對伊來講攏是「選擇」；市場嘛無欲管各種選擇對公共利益抑是地球生態有啥物款影響，干焦欲做伊有閣較濟的選項。,"“Tshī-tiûnn” bô kuán tse, tuì i lâi kóng lóng sī “suán-ti̍k”; tshī-tiûnn mā bô beh kuán kok-tsióng suán-ti̍k tuì kong-kiōng lī-ik a̍h-sī tē-kiû sing-thài ū siánn-mih khuán íng-hióng, kan-tann beh tsò i ū koh-khah tsē ê suán-hāng.",18.5
ImTong/SuiSiann_1311.wav,810 教宗成做左派領袖？,過度消費的後果，就是予地球變做一个糞埽桶。,"Kuè-tōo siau-huì ê hiō-kó, tō sī hōo tē-kiû piàn-tsò tsi̍t ê pùn-sò-tháng.",5.48
ImTong/SuiSiann_1312.wav,810 教宗成做左派領袖？,面對這个問題，經濟學家嘛變無步。,"Bīn-tuì tsit ê būn-tê, king-tsè ha̍k-ka mā pìnn bô pōo.",4.61
ImTong/SuiSiann_1313.wav,810 教宗成做左派領袖？,地球的資源是有限的，毋過主流的經濟模式攏假設成長會當無限。,"Tē-kiû ê tsu-guân sī iú-hān--ê, m̄-koh tsú-liû ê king-tsè bôo-sik lóng ká-siat sîng-tióng ē-tàng bû-hān.",8.75
ImTong/SuiSiann_1314.wav,810 教宗成做左派領袖？,教宗的呼籲，就是咱人袂當直直痟貪落去，愛知影撙節。,"Kàu-tsong ê hoo-io̍k, tō sī lán lâng bē-tàng ti̍t-ti̍t siáu-tham--lo̍h-khì, ài tsai-iánn tsún-tsat.",6.77
ImTong/SuiSiann_1315.wav,810 教宗成做左派領袖？,通諭內底無直接用著「資本主義」這个詞，毋過真濟擺唱名「市場」，,"Thong-lū lāi-té bô ti̍t-tsiap iōng-tio̍h “tsu-pún tsú-gī” tsit ê sû, m̄-koh tsin tsē pái tshiàng-miâ “tshī-tiûnn”,",8.96
ImTong/SuiSiann_1316.wav,810 教宗成做左派領袖？,比如：「市場竟然信篤只要增加公司佮個人的利益，就會當解決問題，咱愛拒絕這種想法」、,"Pí-lû: “Tshī-tiûnn kìng-liân sìn-táu tsí-iàu tsing-ka kong-si kah kò-jîn ê lī-ik, tō ē-tàng kái-kuat būn-tê, lán ài kī-tsua̍t tsit-tsióng siūnn-huat”,",11.99
ImTong/SuiSiann_1317.wav,810 教宗成做左派領袖？,「為著銷路，市場大力推捒極端的消費主義，予人一時仔就隨牢佇無必要的開銷」。,"“Uī-tio̍h siau-lōo, tshī-tiûnn tuā-la̍t thui-sak ki̍k-tuan ê siau-huì tsú-gī, hōo lâng tsi̍t-sî-á tō suî tiâu tī bô pit-iàu ê khai-siau”.",10.13
ImTong/SuiSiann_1318.wav,810 教宗成做左派領袖？,《衛報》的社論講，這是百年來上蓋予人想袂到、嘛可能是上蓋有氣魄的教宗文件，,"“Uē-pò” ê siā-lūn kóng, tse sī pah nî lâi siōng-kài hōo lâng siūnn bē kàu, mā khó-lîng sī siōng-kài ū khì-phik ê Kàu-tsong bûn-kiānn,",10.28
ImTong/SuiSiann_1319.wav,810 教宗成做左派領袖？,毋但是對天主教徒抑是基督教徒講話，嘛是講予地球頂的每一个人聽。,"M̄-nā sī tuì Thian-tsú kàu-tôo a̍h-sī Ki-tok kàu-tôo kóng-uē, mā sī kóng hōo tē-kiû-tíng ê muí tsi̍t ê lâng thiann.",8.42
ImTong/SuiSiann_1320.wav,810 教宗成做左派領袖？,猶毋是逐个人攏會聽，親像美國共和黨佮石油界的幾若个頭人就倒彈ā。,"Iáu m̄ sī ta̍k ê lâng lóng ē thiann, tshin-tshiūnn Bí-kok Kiōng-hô-tóng kah tsio̍h-iû-kài ê kuí-nā ê thâu-lâng tō tò-tuānn ā.",9.08
ImTong/SuiSiann_1321.wav,810 教宗成做左派領袖？,總是，以教宗的地位，對拖棚的聯合國氣候談判會當發揮偌大的影響力，逐家猶是真期待。,"Tsóng--sī, í Kàu-tsong ê tē-uī, tuì thua-pênn ê Liân-ha̍p-kok khì-hāu tâm-phuànn ē-tàng huat-hui guā tuā ê íng-hióng-li̍k, ta̍k-ke iáu-sī tsin kî-thāi.",11.63
ImTong/SuiSiann_1322.wav,810 教宗成做左派領袖？,總是，以教宗的地位，對拖棚的聯合國氣候談判會當發揮偌大的影響力，逐家猶是真好玄。,"Tsóng--sī, í Kàu-tsong ê tē-uī, tuì thua-pênn ê Liân-ha̍p-kok khì-hāu tâm-phuànn ē-tàng huat-hui guā tuā ê íng-hióng-li̍k, ta̍k-ke iáu-sī tsin hònn-hiân.",11.03
