彼號嘿,hit-lō--heh
lia̍klia̍k叫,lia̍k-lia̍k-kiò
惹,jiá
絕,tsua̍t
性命liauh,sènn-miā--liauh
目色,ba̍k-sik
鈍,tūn
略仔,lio̍h-á
挩窗liooh,thuah-thang--liooh
雞肉,ke-bah
魚肉,hî-bah
衛生紙,uē-sing-tsuá
尿苴仔,liō-tsū-á
衫褲,sann-khòo
二手的,jī-tshiú--ê
全新的,tsuân-sin--ê
真俗,tsin-sio̍k
liu̍hliu̍há越,liu̍h-liu̍h-á
頭看,ua̍t-thâu
小人魚,sió-jîn-hî
樹林內,tshiū-nâ-lāi
lòm塗,lòm-thôo
棟,tòng
反船,píng-tsûn
淹死,im--sí
人骨頭,lâng-kut-thâu
起的,khí--ê
lop,lop
田底,tshân-té
頭對,thâu-tuì
優,iu
勝,sìng
劣,lua̍t
敗,pāi
競爭,kìng-tsing
糜糜卯卯,mi-mi-mauh-mauh
歌聲,kua-siann
絃仔,hiân-á
美妙,bí-biāu,bí-miāu
旋律,suân-lu̍t
傳達出去,thuân-ta̍t--tshut-khì
青年,tshing-liân
染著,jiám-tio̍h
腦膜炎,náu-mo̍oh-iām
好起來,hó--khí-lâi
踏著,ta̍h-tio̍h
水池,tsuí-tî
路糊糜,lōo-kôo-muâi
尻川,kha-tshng,kha-tshuinn
爍爁,sih-nah
激氣,kik-khì
垂落來,suî--lo̍h-lâi
浮咧,phû--leh
naih咧,naih--leh
過手,kuè-tshiú
喃,nauh
鬥搭,tàu-tah
鬼咧,kuí--leh
鮮,tshinn
二二,jī-jī
最,tsuè
槽,tsô
落nga̍uh,lo̍h-nga̍uh
漚,àu
梨仔,lâi-á
蘋果,phōng-kó
樹薯,tshiū-tsî
假做,ké-tsò
蓮藕粉,liân-ngāu-hún
販賣,huàn-bē
動物,tōng-bu̍t
保護法,pó-hōo-huat
規定,kui-tīng
掠獸夾,lia̍h-siù-ngeh
順仔,sūn--á
inninnn̍ghn̍gh,inn-inn-n̍gh-n̍gh
大部份,tuā-pōo-hūn
學生,ha̍k-sing
楞ngia̍h,gông-ngia̍h
卿雲廟,khing-hûn-biō
迎請,ngiâ-tshiánn
李府,lí-hú
王爺,ông-iâ
鹽埕,iâm-tiânn
頭鼓,thâu-kóo
疫情,i̍k-tsîng
蟯蟯動,ngia̍uh-ngia̍uh-tāng
門診,mn̂g-tsín
急診,kip-tsín
新流感,sin-liû-kám
病人,pēnn-lâng
Ngi̍hbu̍hngi̍hngia̍uh,ngi̍h-bu̍h-ngi̍h-ngia̍uh
田園,tshân-hn̂g
平平平,pênn-pênn-pênn
黃ngiuhngiuh全,n̂g-ngiuh-ngiuh
漉,hōo
糊糜仔坉,lo̍k-kôo-muâi-á
扭,ngiú
腰,io
顯,hián
心適,sim-sik
豆莢,tāu-ngueh
莢,ngueh
niah,niah
面腔,bīn-tshiunn
水雞空,tsuí-ke-khang
濆,bùn
水雞,tsuí-ke
籃仔,nâ-á
op,op
耳空邊,hīnn-khang-pinn,hī-khang-pinn
鑿耳,tsha̍k-hīnn
喇叭聲,lá-pah-siann
pann,pann
知名,ti-miâ
服裝,ho̍k-tsong
偽造,guī-tsō
標頭,phiau-thâu
老主顧,lāu-tsú-kòo
宋盼,sòng-phàn
降下,kàng-hā
金珠仔,kim-tsu-á
冰雹,ping-pha̍uh
無彩,bô-tshái
苦心,khóo-sim
紲,suà
水沫,suí-phe̍h
山路,suann-lōo
phe̍nnhphe̍nnh,phe̍nnh-phe̍nnh
新竹市,sin-tik-tshī
胃腸炎,uī-tn̂g-iām
擗出,phia̍k-tshut
大腸,tuā-tn̂g
拍空,phah-khang
緊急,kín-kip
手術,tshiú-su̍t
過面,kuè-bīn
大龐,tuā-phiāng
動作,tōng-tsok
飯桶,pn̄g-tháng
一擺,tsi̍t-pái
鵝母,gô-bó
尻脊骿,kha-tsiah-phiann,ka-tsiah-phiann
趨落來,tshu--lo̍h-lâi
短短,té-té
淹起來,im--khí-lâi
受困,siū-khùn
無通,bô-thang
家長,ka-tiúnn
咇咇掣,phi̍h-phi̍h-tshuah
phi̍nnhphi̍nnh喘,phi̍nnh-phi̍nnh-tshuán
越南籍,ua̍t-lâm-tsi̍k
匹偶,phit-ngóo
警方,kíng-hong
閘車,tsa̍h-tshia
扣去,khàu-khì
派出所,phài-tshut-sóo
臺九線,tâi-kiú-suànn
部落,pōo-lo̍k
phiu咧,phiu--leh
逝,tsuā
踅入去,se̍h--ji̍p-khì
注意著,tsù-ì--tio̍h
無代無誌,bô-tāi-bô-tsì
嗙,phngh
公車頂,kong-tshia-tíng
鹹酥雞,kiâm-soo-ke
phǹgphǹg吼,phǹg-phǹg-háu
便若,piān-nā
借款人,tsioh-khuán-jîn
伻還,phenn-hîng
拍做,phah-tsò
重傷,tāng-siong
潑,phuah
油漆,iû-tshat
指導,tsí-tō
活潑,hua̍t-phuat
引𤆬,ín-tshuā
欲望,io̍k-bōng
倚靠,uá-khò
雪文沫,sap-bûn-phue̍h
薄,po̍h
生理人,sing-lí-lâng
強力,kiông-li̍k
phòngphuh,phòng-phuh
灌,kuàn
牛肉,gû-bah
非常,hui-siông
悽慘,tshi-tshám
殘忍,tsân-jím
無疑悟,bô-gî-ngōo
tsua̋n,tsua̋n
高速,ko-sok
公路頂,kong-lōo-tíng
國光號,kok-kong-hō
刜,phut
醫界,i-kài
煏,piak
見笑代,kiàn-siàu-tāi
交結,kau-kiat
金光黨,kim-kong-tóng
保險金,pó-hiám-kim
騙了了,phiàn-liáu-liáu
虎龍豹彪,hóo-liông-pà-piu
烏頭觳仔,oo-thâu-khok-á
中低海拔,tiong-kē-hái-pua̍t
鳥類,tsiáu-luī
臺東,tâi-tang
果子園,kué-tsí-hn̂g
公園,kong-hn̂g
嫁人,kè--lâng
舂臼槌,tsing-khū-thuî
舂米,tsing-bí
簸箕,puà-ki
簸,puà
掃,sàu
塗跤,thôo-kha
奉待,hōng-thāi
翁姑,ong-koo
夠額矣,kàu-gia̍h--ah
捌字,bat-jī
無路用,bô-lōo-iōng,bô-lōo-īng
套房,thò-pâng
pui̍h,pui̍h
自殺,tsū-sat
sainnh,sainnh
阿英,a-ing
sainnnai氣,sainn-nai-khuì
姑情,koo-tsiânn
歡喜咧,huann-hí--leh
佛門,hu̍t-mn̂g
法師,huat-su
姐弟,tsiá-tē
財產,tsâi-sán
垃圾話,lah-sap-uē
講出,kóng-tshut
立委,li̍p-uí
洩漏,sia̍p-lāu
內情,luē-tsîng
樹枝,tshiū-ki
si̍nnhsua̍innh叫,si̍nnh-sua̍innh-kiò
美的,bí--ê
siòotooh去矣,siòo-tooh--khì--ah
牛油,gû-iû
滑遛siuh搶,ku̍t-liù-siuh
孤的,tshiúnn-koo
隊,tsi̍t
索的,tuā-soh
式將,hong-sik
棚,iân,kàu
柱托,pênn-thiāu
枋下,pênn-pang
siu̍t一下,siu̍t--tsi̍t-ē
序大人,sī-tuā-lâng
身軀邊過,sin-khu-pinn--kuè
愛文,ài-bûn
檨仔,suāinn-á
外銷,guā-siau
銷往,siau-óng
北海道,pak-hái-tō
親率,tshin-suài
素還真,sòo-huân-tsin
妖后,iau-hiō
月神,gue̍h-sîn
霹靂,phik-li̍k
柴尪仔,tshâ-ang-á
明星,bîng-tshenn
虎尾,hóo-bué
布袋戲館,pòo-tē-hì-kuán
開演,khai-ián
taih,taih
thāinnthāinn敢,thāinn-thāinn
身a,ū-sin
閃避,siám-pī
舂著,tsing-tio̍h
紅毛塗,âng-mn̂g-thôo
護欄,hōo-nuâ
轎車,kiau-tshia
塌窩,thap-o
勞委會,lô-uí-huē
牚牢咧,thènn-tiâu--leh
桃竹苗區,thô-tik-biâu-khu
就業,tsiū-gia̍p
資方,tsu-hong
排斥,pâi-thik
辛勞,sin-lô
允頭路,ín-thâu-lōo
聖經,sìng-king
態度,thāi-tōo
頕頭,thìm-thâu
阿炮,a-phàu
烏龍師的,oo-liông-sai--ê
祕訣,pì-kuat
準咧,tsún--leh
師的,sai--ê
畜產,thiok-sán
試驗所,tshì-giām-sóo
郭,kueh
猛德,bíng-tik
三段式,sann-tuānn-sik
屎尿,sái-jiō
麥,be̍h
糶,thiò
小丑仔,siáu-thiú-á,siáu-thiúnn-á
藝名,gē-miâ
脫線,thuat-suànn
煮食,tsú-tsia̍h
塗魠魚,thôo-thoh-hî,thôo-thuh-hî
tsehthuah就,tseh-thuah
去還,kuānn-khì
捒一下,sak--tsi̍t-ē
thōm一步,thōm--tsi̍t-pōo
晡,poo
手內,tshiú-lāi
批紙,phue-tsuá
tho̍ptho̍p滴,tho̍p-tho̍p-tih
挩窗,thuah-thang
密密,ba̍t-ba̍t
烏點,oo-tiám
筊本矣,kiáu-pún--ah
公家,kong-ka
退休金,thuè-hiu-kim
勞工,lô-kang
兩萬,nn̄g-bān
拍賣,phah-bē
臺鐵,tâi-thih
脫箠,thut-tshê
緊縒慢,kín-tsua̍h-bān
頂禮拜,tíng-lé-pài
臺大,tâi-tāi
學系,ha̍k-hē
某乜,bóo-mí
石杵,tsio̍h-thú
萬外,bān-guā
鉼,phiánn
鐵鉼,thih-phiánn
㧌去矣,mau--khì--ah
椅仔,í-á
桌仔,toh-á
敨開,tháu--khui
撥一下,puah--tsi̍t-ē
機艙,ki-tshng
標誌,piau-tsì
逃生,tô-sing
懸踏鞋,kuân-ta̍h-ê
褪掉,thǹg-tiāu
有關,iú-kuan
救生,kiù-sing
事項,sū-hāng
簽,tshiam
七萬,tshit-bān
兩星,nn̄g-tshenn
碰,pōng
孤支,koo-ki
號碼,hō-má
孤碰,koo-phòng
專車,tsuan-tshia
四十八,sì-tsa̍p-peh
四千,sì-tshing
三星,sann-tshenn
版路,pán-lōo
十八仔,si̍p-pat-á
Pítsi,pí-tsi
khài啦,khài--lah
khài,khài
較講,khah-kóng
住所,tsū-sóo
台中市,tâi-tiong-tshī
清水區,tshing-tsuí-khu
北埔里,pak-poo-lí
鄰,lîn
大街路,tuā-ke-lōo
七十四,tshit-tsa̍p-sì
巷,hāng
總統府,tsóng-thóng-hú
台北市,tâi-pak-tshī
重慶南路,tiông-khìng-lâm-lōo
大目,tuā-ba̍k
看eh,khuànn-eh,khuànn--eh
灶,tsàu
影,iánn
過心,kuè-sim
聽eh,thiann-eh,thiann--eh
紲接,suà-tsiap
柴,tshâ
上好,siōng-hó
觸,tak
激膠,kik-ka
相刜,sio-phut
分家,hun-ke
內助,luē-tsōo
雞鴨,ke-ah
落田,lo̍h-tshân
菜蔬,tshài-se
補貼,póo-thiap
觸舌,tak-tsi̍h
黏黐黐,liâm-thi-thi
膏膏,kô-kô
十外,tsa̍p-guā
會得過,ē-tit-kuè
兄弟仔,hiann-tī-á
甜甜,tinn-tinn
媠噹噹,suí-tang-tang
褲底,khòo-té
破空,phuà-khang
新郎,sin-lông
懸懸,kuân-kuân
囝孫,kiánn-sun
代代,tāi-tāi
狀元,tsiōng-guân
天長地久,thian-tiông-tē-kiú
萬年,bān-nî
落喉,lo̍h-âu
行情,hâng-tsîng
阿娟,a-kuan
後生呢,hāu-senn--nih
敢矣呢,kánn--ah--nih
做仙,tsò-sian
ahiooh毋,a--hiooh
免食,m̄-bián
飯āhioo,tsia̍h-pn̄g
h,ā--hiooh
asiooh毋,a--siooh
飽矣呢,pá--ah--nih
新的liooh,sin--ê--liooh
去啦嘿,khì--lah--heh
感恩,kám-un
hânn,hânn
屎面,sái-bīn
開刀無,khui-to--bô
散赤,sàn-tshiah
曷著,a̍h-tio̍h
辯解,piān-kái
功課,kong-khò
救護車,kiù-hōo-tshia
毋免hiooh,m̄-bián--hiooh
鹹,kiâm
滷肉飯,lóo-bah-pn̄g
腥臊,tshenn-tshau
旋,suan
哺,pōo
明仔暗,bîn-á-àm
落雨的,lo̍h-hōo--ê
Hui̋lúmuh,hui̋-lú-muh
阿滿,a-muá
姨,î
惜𪜶無,sioh--in--bô
月桃花,gue̍h-thô-hue
卯咧,mauh--leh
一陣仔,tsi̍t-tsūn-á
一陣,tsi̍t-tsūn
倚近,uá-kīn
抓咧,jiàu--leh
八十,peh-tsa̍p
走馬燈,tsáu-bé-ting
遨,gô
一箍遛遛,tsi̍t-khoo-liù-liù
殕殕,phú-phú
霧霧,bū-bū
大嫂,tuā-só
準若,tsún-nā
油煙,iû-ian
喝的,huah--ê
團結,thuân-kiat
汽水,khì-tsuí
糖,thn̂g
感慨起來,kám-khài--khí-lâi
大川,tāi-tshuan
倯,sông
神經,sîn-king
落台,lo̍h-tâi
毋成猴,m̄-tsiânn-kâu
登台,ting-tâi
表演,piáu-ián
加講話,ke-kóng-uē
事事,sū-sū
倚靠人,uá-khò--lâng
日日,ji̍t-ji̍t
消磨,siau-môo
步步,pōo-pōo
一一,it-it
萬萬,bān-bān
足足,tsiok-tsiok
冷冷,líng-líng
工廠,kang-tshiúnn
三更半暝,sann-kinn-puànn-mê
垃圾水,lah-sap-tsuí
溝仔水,kau-á-tsuí
濁濁,lô-lô
RO,ro
脆脆,tshè-tshè
攪攪咧,kiáu-kiáu--leh
馬鈴薯,má-lîng-tsî
蔥頭,tshang-thâu
抐抐開,lā-lā--khui
抐抐咧,lā-lā--leh
崁,khàm
翕一時,hip--tsi̍t-sî
想想咧,siūnn-siūnn--leh
睏睏咧,khùn-khùn--leh
收收,siu-siu
炒炒,tshá-tshá
熟,si̍k
問問咧,mn̄g-mn̄g--leh
清清楚楚,tshing-tshing-tshó-tshó
花矸仔,hue-kan-á
挵挵破,lòng-lòng--phuà
喙齒,tshuì-khí
哺哺,pōo-pōo
割割,kuah-kuah
塗豆,thôo-tāu
擘擘,peh-peh
好奇,hònn-kî
烏蒜頭,oo-suàn-thâu
完成,uân-sîng
高麗,ko-lê
烘烘,hang-hang
切,tshiat
塑膠管,sok-ka-kóng
拗,áu
曲,khiau
麵,mī
燒燒燒,sio-sio-sio
寒天,kuânn-thinn
冷冷冷,líng-líng-líng
粉粉粉,hún-hún-hún
肥肉,puî-bah
飫飫飫,uì-uì-uì
皮膚,phuê-hu
摸起來,bong--khí-lâi
幼幼幼,iù-iù-iù
囡仔咧,gín-á--leh
肉肉肉,bah-bah-bah
紅紅紅,âng-âng-âng
竹篙,tik-ko
長長長,tn̂g-tn̂g-tn̂g
𠕇𠕇𠕇,tīng-tīng-tīng
塗豆湯,thôo-tāu-thng
炕,khòng
綿綿綿,mî-mî-mî
白白白,pe̍h-pe̍h-pe̍h
罩霧,tà-bū
白茫茫,pe̍h-bông-bông
白sutsut,pe̍h-sut-sut
蔥仔,tshang-á
菜頭,tshài-thâu
白蔥蔥,pe̍h-tshang-tshang
白鑠鑠,pe̍h-siak-siak
骨,kut
𠕇khongkhong老,tīng-khong-khong
光iànniànn,kng-iànn-iànn
厝邊隔壁,tshù-pinn-keh-piah
煮菜,tsú-tshài
鹽,iâm
理,lí
天色,thinn-sik
暗殕殕,àm-phú-phú
月娘,gue̍h-niû
光iànniànn賊,kng-iànn-iànn
仔偷,tsha̍t-á
壁,óo
活跳跳,ua̍h-thiàu-thiàu
死翹翹,sí-khiàu-khiàu
喙鬚,tshuì-tshiu
老硞硞矣,lāu-khok-khok--ah
某喔,bóo--ooh
行透透,kiânn-thàu-thàu
無暝無日,bô-mê-bô-ji̍t
南北二路,lâm-pak-jī-lōo
芳貢貢,phang-kòng-kòng
油蔥餅,iû-tshang-piánn
膨皮膨皮,phòng-phuê-phòng-phuê
𠢕煮,gâu
貢貢,phang-kòng-kòng
冷吱吱,líng-ki-ki
磨,buâ
利閃閃,lāi-siám-siám
新娘衫,sin-niû-sann
紅phànnphànn按,âng-phànn-phànn
呢哪,án-ne
喜,ē
歹勢喔,pháinn-sè--ooh
本底,pún-té
烏㽎㽎,oo-sìm-sìm
白矣,pe̍h--ah
烏趖趖,oo-sô-sô
行過去矣,kiânn--kuè-khì--ah
挕捒,hìnn-sak
𤲍燒,kheh-sio
揉,jiû
滑遛siuh著,ku̍t-liù-siuh
膩聊,sè-jī
聊仔行,liâu-liâu-á
面憂面結,bīn-iu-bīn-kat
計程車,kè-tîng-tshia
錢啦,tsînn--lah
冷去矣,líng--khì--ah
燒滾滾,sio-kún-kún
茶鈷,tê-kóo
燒燙燙,sio-thǹg-thǹg
摸,bong
鹹篤篤,kiâm-tok-tok
會食得,ē-tsia̍h--tit
硞硞輾,kho̍k-kho̍k-liàn
球,kiû
沓沓滴滴,ta̍p-ta̍p-tih-tih
零零星星,lân-lân-san-san
齊全,tsiâu-tsn̂g
窸窸窣窣,si-si-su̍t-su̍t
欺騙我,khi-phiàn--guá
用意,iōng-ì
tshūn,tshūn
散形散形,suànn-hîng-suànn-hîng
散仙散仙,suànn-sian-suànn-sian
脫線脫線,thuat-suànn-thuat-suànn
儑面儑面,gām-bīn-gām-bīn
拐,kuái
khiànthiankhiànthian想,khiàn-thian-khiàn-thian
欲領,siūnn-beh
獎,niá
tsa̋u人,tsa̋u-lâng
生了,senn-liáu
瘦抽瘦抽,sán-thio-sán-thio
瘦搐搐,sán-tiuh-tiuh
老實老實,láu-si̍t-láu-si̍t
阿莉,a-lī
彎彎曲曲,uan-uan-khiau-khiau
阿志,a-tsì
客氣客氣,kheh-khì-kheh-khì
客客氣氣,kheh-kheh-khì-khì
敧敧曲曲,khi-khi-khiau-khiau
asálih,a-sá-lih
鬼鬼怪怪,kuí-kuí-kuài-kuài
捎無摠,sa-bô-tsáng
祿仔,lo̍k-á
phalíphálih,pha-lí-phá-lih
俊的,tsùn--ê
狡怪狡怪,káu-kuài-káu-kuài
粗魯粗魯,tshoo-lóo-tshoo-lóo
拚,piànn
路用,lōo-īng
分紅,pun-âng
火燒厝矣,hué-sio-tshù--ah
戇大呆乎,gōng-tuā-tai--honnh
久久仔,kú-kú-á
聽了,thiann-liáu
調血,tiāu-hueh
補血,póo-hueh
血路,hueh-lōo
調,tiāu
順順順,sūn-sūn-sūn
精,tsing
神,sîn
飽足,pá-tsiok
緊緊,kín-kín
參茸,som-jiông
藥酒,io̍h-tsiú
百仙,pah-sian
親愛的,tshin-ài--ê
臭彈,tshàu-tuānn
熟似,si̍k-sāi
雞湯,ke-thng
𣁳仔,khat-á
交陪,kau-puê
lua̋,lua̋
深咧,tshim--leh
蘇先生,soo--sian-sinn
交際,kau-tsè
盤撋,puânn-nuá
做生理,tsò-sing-lí
合,ha̍h
你兄我弟,lí-hiann-guá-tī
換準,uānn-tsún
頭先,thâu-sing
跋感情,pua̍h-kám-tsîng
阿勇仔,a-ióng--á
阿君仔,a-kun--á
國仔,kok--á
昨暗,tsa-àm
暝,mê
臆,ioh
阿六仔,a-la̍k-á
倒擔,tó-tànn
做生日,tsò-senn-ji̍t
豐沛,phong-phài
刣掉,thâi-tiāu
二伯,jī-peh
症頭,tsìng-thâu
失智,sit-tì
師娘,su-niû
阿吉仔,a-kiat-á
江,kang
查埔的,tsa-poo--ê
戶口,hōo-kháu
山區,suann-khu
庄跤的,tsng-kha--ê
虱目仔,sat-ba̍k-á
早前,tsá-tsîng
厚刺,kāu-tshì
特色,ti̍k-sik
魚鱗,hî-lân
兩百外,nn̄g-pah-guā
肉質,bah-tsit
鮮甜,tshinn-tinn
紅蟳,âng-tsîm
蟳仔,tsîm-á
體型,thé-hîng
蠓仔,báng-á
標題,piau-tê
適當,sik-tòng
火燒山,hué-sio-suann
牽成,khan-sîng
換帖的,uānn-thiap--ê
頭拄仔,thâu-tú-á
屎,sái
聳,sáng
橐袋仔內,lak-tē-á-lāi
應酬,ìng-siû
傷重,siong-tiōng
亞洲,a-tsiu
五四三的,gōo-sì-sann--ê
袂認得,bē-līn-tit
Huelian,hue-lian
予你的,hōo--lí--ê
滿月,muá-gue̍h
送人,sàng--lâng
調查表,tiâu-tsa-pió
寫落來,siá--lo̍h-lâi
衛生,uē-sing
垃圾垃圾,lah-sap-lah-sap
認同,jīn-tông
干涉,kan-sia̍p
凡事,huân-sū
請示,tshíng-sī
唸經,liām-king
消災解厄,siau-tsai-kái-eh
民間,bîn-kan
環評,khuân-phîng
照理,tsiàu-lí
小弟,sió-tī
阿生,a-sing
親家,tshin-ke
氣象,khì-siōng
報告,pò-kò
禮拜二,lé-pài-jī
透風,thàu-hong
厚的,kāu--ê
久乎,kú--honnh
大門,tuā-mn̂g
尪仔的,ang-á--ê
割包,kuah-pau
象徵,siōng-ting
正確的,tsìng-khak--ê
洗頭水,sé-thâu-tsuí
天然,thian-jiân
兩罐仔,nn̄g-kuàn-á
眼前,gán-tsiân
朱,tsu
捌你,bat--lí
捌伊,bat--i
煞未,suah--buē
振作咧,tsín-tsok--leh
各人,kok-lâng
下毒,hē-to̍k
相搶,sio-tshiúnn
天公伯仔,thinn-kong-peh--á
賜,sù
予咱的,hōo--lán--ê
開破,khui-phuà
孫仔,sun-á
睏睏,khùn-khùn
拍矣啦,phah--ah--lah
拍矣,phah--ah
敢矣,kánn--ah
三嬸,sann-tsím
袂行得,bē-kiânn--tit
摃破,kòng-phuà
反應過來,huán-ìng--kuè-lâi
壁頂,piah-tíng
幅,pak
𠢕無,gâu--bô
晏矣,uànn--ah
關心一下,kuan-sim--tsi̍t-ē
影一下,iánn--tsi̍t-ē
無愛啦,bô-ài--lah
阿俊仔,a-tsùn--á
愛人,ài-jîn
阿達仔,a-ta̍t--á
愛人矣,ài--lâng--ah
管待,kuán-thāi
閒仔代,îng-á-tāi
一台仔,tsi̍t-tâi-á
準時,tsún-sî
哀爸叫母,ai-pē-kiò-bú
專心,tsuan-sim
工夫,kang-hu
軁,nǹg
講一聲,kóng--tsi̍t-siann
久呢,kú--neh
寫過矣,siá--kuè--ah
阿珊仔,a-san--á
罵過矣,mē--kuè--ah
恐怖片,khióng-pòo-phìnn
興趣矣,hìng-tshù--ah
代誌矣,tāi-tsì--ah
清楚矣,tshing-tshó--ah
走一逝,tsáu--tsi̍t-tsuā
西洋,se-iûnn
鬼仔節,kuí-á-tseh
下課,hā-khò
辦公室,pān-kong-sik
聽喙,thiann-tshuì
凍霜,tàng-sng
算盤,sǹg-puânn
擉擉咧,tia̍k-tia̍k--leh
Aihiah按,aih-iah
呢毋,án-ne
老tiângsiū,lāu-tiâng-siū
牽手,khan-tshiú
規世人,kui-sì-lâng
守護,siú-hōo
珍貴,tin-kuì
導演,tō-ián
雅哲,ngá-tiat
邀請,iau-tshiánn
信樂團,sìn-ga̍k-thuân
主唱,tsú-tshiùnn
十幾,tsa̍p-kuí
義工,gī-kang
翕,hip
反核,huán-hu̍t
毋挃,m̄-ti̍nnh
宏南,hông-lâm
宏毅,hông-gē
宿舍,sok-sià
時期,sî-kî
建築,kiàn-tio̍k
從到今,tsîng-kàu-tann
完整,uân-tsíng
血癌,hueh-gâm
化療,huà-liâu
治療,tī-liâu
疼搐搐,thiànn-tiuh-tiuh
放榜,hòng-pńg
tòm頭,tòm-thâu
tonn,tonn
留話,lâu-uē
橄欖,kan-ná
滋味,tsu-bī
喙齒瀾,tshuì-khí-nuā
to̍pto̍p津,to̍p-to̍p-tin
過敏,kuè-bín
手指,tshiú-tsí
倒手,tò-tshiú
尾二指,bué-jī-tsáinn
腫,tsíng
煙腸,ian-tshiâng
齊tsánn,tsê-tsánn
年中,nî-tiong
陰間,im-kan
靜tsauhtsauh,tsīng-tsauh-tsauh
著生驚,tio̍h-tshenn-kiann
心臟,sim-tsōng
phi̍hpho̍ktsháinn喘,phi̍h-pho̍k-tsháinn
大氣手,tshuán-tuā-khuì
然會,tsū-liân
捋家,so-lua̍h
己的,ka-tī
胸,ê
坎,hing-khám
這時,tsit-sî
放炮,pàng-phàu
大鑼大鼓,tuā-lô-tuā-kóo
tshinntshinn錚錚,tshinn-tshinn-tshānn-tshānn
奶水,ling-tsuí
嘈嘈滴,tsha̍uh-tsha̍uh-tih
嚇驚我,heh-kiann--guá
嚓一下,tshia̍k--tsi̍t-ē
有錢,ū-tsînn
三妻四妾,sam-tshe-sù-tshiap
四常,sù-siông
規路,kui-lōo
tshia̍uhtshia̍uh叫,tshia̍uh-tshia̍uh-kiò
hóngtshiauhtshiauh,hóng-tshiauh-tshiauh
遠遠,hn̄g-hn̄g
tshinnhtshinnh,tshinnh-tshinnh
尺,tshioh
尺的,tshioh--ê
四方的,sù-hong--ê
通緝令,thong-tship-līng
翼,si̍t
hatshiuh一下,ha-tshiuh--tsi̍t-ē
閃著,siám-tio̍h
Hátshiuh,há-tshiuh
死人hiooh,sí-lâng--hiooh
tshi̍htshi̍htshn̍ghtshn̍gh,tshi̍h-tshi̍h-tshn̍gh-tshn̍gh
無要無意,bô-iàu-bô-ì
剉,tshò
拆,thiah
一撮仔,tsi̍t-tshok-á
tshuaih,tshuaih
tshuái,tshuái
tshua̋i,tshua̋i
門乎,mn̂g--honnh
tsua̋nn,tsua̋nn
閂閂起來,tshuànn-tshuànn--khí-lâi
慘慼,tshám-tshueh
說,sueh
眵眵,tshuh-tshuh
薰,hun
焠,tshuh
tsiak著,tsiak-tio̍h
PM,pm
密喌喌,ba̍t-tsiuh-tsiuh
三三五五,sam-sam-ngóo-ngóo
tshinnhtshinnhtsnghtsngh,tshinnh-tshinnh-tsngh-tsngh
輾輾咧,liàn-liàn--leh
跩跩咧,tsuāinn-tsuāinn--leh
稻草,tiū-tsháu
辮出,pīnn-tshut
花字,hue-jī
tsua̋inn,tsua̋inn
燒了了,sio-liáu-liáu
佈田,pòo-tshân
秧仔,ng-á
歪歪tsuāitsuāi,uai-uai-tsuāi-tsuāi
甜粿,tinn-kué
八寶飯,pat-pó-pn̄g
年節,nî-tsueh
秫米,tsu̍t-bí
歹矣,pháinn--ah
張掇,tiunn-tuah
tuainntuainntuainn,tuainn-tuainn-tuainn
刣的,thâi--ê
就按呢,tsū-án-ne
tuaih,tuaih
tuài,tuài
封建,hong-kiàn
制度,tsè-tōo
拍破,phah-phuà
開創,khai-tshòng
現代化,hiān-tāi-huà
官僚,kuann-liâu
政客,tsìng-kheh
奪取,tua̍t-tshú
囤,tún
𨂿著,uaih-tio̍h
烏寒,oo-kuânn
街仔路,ke-á-lōo
ua̍innhua̍innh仔,ua̍innh-ua̍innh-á
喙齒根,tshuì-khí-kin
khia̍kkhia̍k叫,khia̍k-khia̍k-kiò
ua̍innh咧,ua̍innh--leh
竹仔,tik-á
嚶嚶uāinnuāinn的,inn-inn-uāinn-uāinn
產婆,sán-pô
uannhuannh吼,uannh-uannh-háu
拍噎仔,phah-uh-á
呼噎仔,khoo-uh-á
手下,tshiú-ē
滇狂,tian-kông
城門,siânn-mn̂g
門扇,mn̂g-sìnn
劃,ui̍h
袋,tē
剪去,tsián--khì
剪綹仔,tsián-liú-á
收割,siu-kuah
到嘛,kàu--mah
攑目,gia̍h-ba̍k
園,hn̂g
割啦,kuah--lah
西部,sai-pōo
後山,āu-suann
行袂開跤,kiânn-buē-khui-kha
黏咧,liâm--leh
傳道,thuân-tō
見聞記,kiàn-bûn-kì
降祥,kàng-siông
下暗,ē-àm
烏暗暝,oo-àm-mî
逼倚,pik-uá
四圍,sì-uî
Málī的,má-lī
漸,tsiū
漸感,tsiām-tsiām
覺孤,kám-kak
單不,koo-tuann
安驚,put-an
惶因,kiann-hiânn
為伊,in-uī
捌一,m̄-bat
款暗,tsit-khuán
毿的,àm-sàm
在過,sóo-tsāi
暝所,kè-mî
以Má,sóo-í
lī只,má-lī
有抱,tsí-ū
仔佇,káu-á
邊毋,sin-pinn
敢睏,m̄-kánn
持,tiunn-tî
Málī有,má-lī
時著,ū-sî
手來,siang-tshiú
睭有,ba̍k-tsiu
時窒,ū-sî
密伊,that-ba̍t
耳,ê
空驚,hī-khang
了看,kiann-liáu
著símmi̍,khuànn-tio̍h
h聽著,sím-mi̍h
símmi̍h實,thiann-tio̍h
在Málī細,sím-mi̍h
細的,si̍t-tsāi
心攏,má-lī
無法,suè-suè
當這種,bô-huat-tōo
